street,city,neighborhood,address_area,address_neighborhood
נתן אלתרמן,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
האילנות,ראש העין,גבעת טל,ראש העין והסביבה,גבעת טל
סמדר,ראש העין,מצפה אפק,ראש העין והסביבה,מצפה אפק
חיים הרצוג,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
יהושע בן נון,ראש העין,"צה""ל",ראש העין והסביבה,"צה""ל"
איילון,ראש העין,נוה אפק,ראש העין והסביבה,נוה אפק
חנה רובינא,ראש העין,פסגות אפק,,
ה' באייר,ראש העין,נוה אפק,,
גרטרוד עליון,ראש העין,פסגות אפק,,
יבניאלי,ראש העין,"רמב""ם",ראש העין והסביבה,"רמב""ם"
לאה גולדברג,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
גולדה מאיר,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
אוהלי קידר,ראש העין,מצפה אפק,ראש העין והסביבה,מצפה אפק
אלון,ראש העין,גבעת טל,,
חרמון,ראש העין,גבעת טל,ראש העין והסביבה,גבעת טל
בזלת,ראש העין,גבעת הסלעים,ראש העין והסביבה,גבעת הסלעים
סיני,ראש העין,הרקפות,ראש העין והסביבה,הרקפות
אדיר,ראש העין,נוה אפק,,
שיזף,ראש העין,גבעת טל,ראש העין והסביבה,גבעת טל
רביבים,ראש העין,נוה אפק,ראש העין והסביבה,נוה אפק
העלייה,ראש העין,נוה אפק,ראש העין והסביבה,נוה אפק
שייקה אופיר,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
עין גדי,ראש העין,מצפה אפק,ראש העין והסביבה,מצפה אפק
"מהריק""א",ראש העין,"רמב""ם",,
"רש""י",ראש העין,הרקפות,ראש העין והסביבה,הרקפות
ניסים אלוני,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
דוד המלך,ראש העין,אביב,ראש העין והסביבה,אביב
שילה,ראש העין,מצפה אפק,ראש העין והסביבה,מצפה אפק
חיים וייצמן,ראש העין,פסגות אפק,,
פעמון,ראש העין,נוה אפק,,
מבצע נחשון,ראש העין,נוה אפק,ראש העין והסביבה,נוה אפק
מגדים,ראש העין,מצפה אפק,ראש העין והסביבה,מצפה אפק
סתוונית,ראש העין,גבעת טל,,
עוגב,ראש העין,נוה אפק,,
הרב שלום שבזי,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
מבצע דני,ראש העין,נוה אפק,,
דוש קריאל גרדוש,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
הפרחים,ראש העין,גבעת טל,ראש העין והסביבה,גבעת טל
הסלע,ראש העין,הרקפות,ראש העין והסביבה,הרקפות
עופרה חזה,ראש העין,פסגות אפק,ראש העין והסביבה,פסגות אפק
ג'ון קנדי,ראש העין,אביב,ראש העין והסביבה,אביב
כינור,ראש העין,נוה אפק,,
משעול החצב,קרני שומרון,גינות שומרון,ישובי שומרון,גינות שומרון
משעול הנרקיס,קרני שומרון,גינות שומרון,,
משעול כלנית,קרני שומרון,גינות שומרון,,
55,קרני שומרון,מרכז,אריאל וישובי יהודה,מרכז
הברוש,קרני שומרון,גינות שומרון,אריאל וישובי יהודה,גינות שומרון
הנחל,קרני שומרון,גינות שומרון,ישובי שומרון,גינות שומרון
אלון,קרני שומרון,גינות שומרון,אריאל וישובי יהודה,גינות שומרון
כלי שיר,קרני שומרון,נוה מנחם,אריאל וישובי יהודה,נוה מנחם
העוגב,קרני שומרון,נוה מנחם,,
הדקל,קרני שומרון,גינות שומרון,,
הנבל,קרני שומרון,נוה מנחם,ישובי שומרון,נוה מנחם
נוף החרמון,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
חיים נחמן ביאליק,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
השופטים,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הר הצופים,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
יהודה הלוי,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
חצב,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
דן דיין,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
חנה סנש,קרית שמונה,שאר העיר,,
הר גלבוע,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
סלומונוביץ,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
יוסף שפרינצק,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
הירדן,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
חיים ארלוזורוב,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
שדרות מנחם בגין,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הרי נפתלי,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
המחתרת,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
בבא סאלי,קרית שמונה,שאר העיר,,
צמרת הגליל,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
הורדים,קרית שמונה,שאר העיר,,
דוד רזיאל,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
נרקיס,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
סמטת המלכים,קרית שמונה,שאר העיר,,
אליעזר פרי,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
עולי הגרדום,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
הר גילה,קרית שמונה,שאר העיר,,
נורית,קרית שמונה,שאר העיר,,
"רמב""ם",קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
תל חי,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הבנים,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
המכבים,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
דוד שמעוני,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הרצל,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
מלחמת ששת הימים,קרית שמונה,שאר העיר,גליל תחתון,שאר העיר
דן,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
אורי אילן,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
עליית הנוער,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הצוקים,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
יקותיאל אדם,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
הר הכרמל,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
הגלעד,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
קרן היסוד,קרית שמונה,שאר העיר,,
הרב יוסף משאש,קרית שמונה,שאר העיר,גליל עליון,שאר העיר
"האצ""ל",קרית שמונה,שאר העיר,גליל עליון,שאר העיר
יצחק שדה,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
יעקב מלול,קרית שמונה,שאר העיר,ראש פינה החולה,שאר העיר
הסביונים,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
כובשי החרמון,קרית עקרון,שאר העיר,,
"רמב""ם",קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
האירוס,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
הבנים,קרית עקרון,שאר העיר,,
הסנונית,קרית עקרון,שאר העיר,,
החופית,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
נווה אשכול,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
קרן היסוד,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
דרך ירושלים,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
שבזי,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
התמר,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
הפנינים,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
האלון,קרית עקרון,שאר העיר,,
בר חיים,קרית עקרון,שאר העיר,,
הרצל,קרית עקרון,שאר העיר,,
רבי מאיר בעל הנס,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
החבצלת,קרית עקרון,שאר העיר,,
לוטם,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
מרבד הקסמים,קרית עקרון,שאר העיר,,
השיזף,קרית עקרון,שאר העיר,נס ציונה - רחובות,שאר העיר
הצנחנים,קרית עקרון,שאר העיר,,
וייצמן,קרית עקרון,שאר העיר,,
הנרקיס,קרית עקרון,שאר העיר,,
"נחלת הר חב""ד",קרית מלאכי,"חב""ד",,
צא ולמד,קרית מלאכי,המחנה,שפלה,המחנה
אריה צימוקי,קרית מלאכי,שאר העיר,אשדוד - אשקלון והסביבה,שאר העיר
יצחק שדה,קרית מלאכי,שאר העיר,שפלה,שאר העיר
אלי כהן,קרית מלאכי,"חב""ד",שפלה,"חב""ד"
דוכיפת,קרית מלאכי,גבעת הסביונים,שפלה,גבעת הסביונים
יגאל ידין,קרית מלאכי,שאר העיר,,
משעול יקינטון,קרית מלאכי,שאר העיר,שפלה,שאר העיר
הרב יצחק נסים,קרית מלאכי,שאר העיר,,
הבעל שם טוב,קרית מלאכי,"נחלת הר חב""ד",,
"שדרות רש""י",קרית מלאכי,שאר העיר,שפלה,שאר העיר
שדרות מנחם בגין,קרית מלאכי,קיבוץ גלויות,אשדוד - אשקלון והסביבה,קיבוץ גלויות
הרב חיים פינטו,קרית מלאכי,שאר העיר,,
מבצע שלמה,קרית מלאכי,המחנה,,
אילת,קרית מלאכי,המייסדים,,
ציפורן,קרית מלאכי,גני שמואל,,
כנען,קרית מלאכי,המייסדים,,
3,קרית מלאכי,גני שמואל,שפלה,גני שמואל
